district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路四段２３０巷５８號五樓,28.83,住,,,1110708,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060217,183.82,3,2,2,有,有,12300000,66913,坡道平面,40.56,0,,RPOOMLOLQHHGFEF48EA,83.62,2.89,10.57,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段１２３號十二樓之３,18.16,住,,,1110731,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900302,136.65,3,2,2,有,有,12100000,101620,坡道機械,27.42,1000000,陽台外推；夾層；,RPOPMLQLQHHGFEF78EA,67.18,0,12.12,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段９１號四樓之５,14.79,住,,,1110727,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831216,110.5,2,1,1,有,有,11500000,112208,升降機械,14.25,700000,,RPUPMLKMQHHGFEF88EA,55.41,0,8.38,有
淡水區,房地(土地+建物),新北市淡水區大忠街１１５號十四樓之４,7.7,住,,,1110729,土地1建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830629,46.72,1,1,1,有,有,3390000,72560,,0,0,,RPQOMLOLQHHGFEF68EA,35.56,0,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區水源街二段１７７巷４５之１號六樓,40.89,住,,,1110731,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010808,183.56,4,0,4,有,有,13380000,72892,坡道平面,31.03,0,,RPSOMLOLQHHGFEF88EA,95.28,2.31,12.36,有
淡水區,房地(土地+建物),新北市淡水區北新路１８２巷６２號四樓,21.67,住,,,1110720,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900627,118.85,3,2,2,有,有,10300000,86664,,0,0,陽台加窗其他增建；,RPUPMLOLQHHGFEF56EA,83.78,0,11.85,有
淡水區,房地(土地+建物),新北市淡水區沙崙路１３４號七樓,8.41,住,,,1110730,土地1建物1車位0,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840503,99.86,3,2,2,有,有,5800000,58081,,0,0,,RPOPMLKMQHHGFEF18DA,76.48,2.76,8.9,有
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段５９１號十二樓,34.99,住,,,1110704,土地1建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080524,202.34,3,2,2,有,有,26750000,143858,坡道平面,26.82,1500000,含裝潢費；,RPOSMLLJQHHGFEF28DA,105.76,0,9.28,有
淡水區,房地(土地+建物),新北市淡水區八勢一街５１號六樓,12.34,住,,,1110725,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930603,73.67,2,1,1,有,有,7000000,95018,,0,0,,RPUOMLSLPHHGFEF66DA,47.65,0,5.88,有
淡水區,房地(土地+建物),新北市淡水區新民街１６２巷１６號三樓,45.77,住,,,1110724,土地1建物1車位0,三層，走廊,三層,公寓(5樓含以下無電梯),住家用,加強磚造,650303,86.02,10,0,10,有,無,5860000,68124,,0,0,頂樓增建、鐵鋁窗增建陽台外推；其他增建；,RPXQMLMLQHHGFEF66DA,86.02,0,0,無
淡水區,房地(土地+建物),新北市淡水區北新路１８２巷３３號三樓之２,4.51,住,,,1110724,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780122,20.73,1,0,1,有,無,1580000,76218,,0,0,,RPTPMLRKQHHGFEF56DA,14.24,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３２０號十六樓,10.95,商,,,1110716,土地1建物1車位1,十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,153.15,3,2,2,有,有,9250000,60398,坡道平面,30.84,0,,RPURMLTLQHHGFEF17DA,70.14,5.71,7.71,有
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路１６巷４７號十樓,23.87,住,,,1110709,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970430,147.35,2,2,2,有,有,12300000,83475,坡道平面,31.43,0,,RPWRMLTLQHHGFEF37DA,71.93,3.43,8.22,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段３６５號六樓,31.7,住,,,1110717,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040819,169.24,3,2,2,有,有,12720000,81788,坡道平面,29.61,1300000,,RPRQMLOLQHHGFEF88DA,86.13,1.43,8.6,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段１８８號四樓,19.37,住,,,1110714,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,151.34,3,2,2,有,有,10480000,69248,坡道平面,27.6,0,,RPWQMLOLQHHGFEF76DA,73.89,7.58,5.07,有
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路一段１５９號,92.93,,山坡地保育區,丙種建築用地,1110730,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100129,164.91,3,2,2,有,有,16500000,109306,坡道平面,27.68,1500000,,RPQNMLQLQHHGFEF68DA,96.57,0,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段３０６巷６０弄６２號十三樓,40.87,住,,,1110725,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021021,266.61,4,2,3,有,有,20300000,76141,坡道平面,32.4,0,,RPRPMLOLQHHGFEF88EA,142.4,2.42,18.06,有
淡水區,房地(土地+建物),新北市淡水區中正東路一段１３７號二樓之５,6.61,商,,,1110731,土地1建物1車位0,二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940714,84.37,1,2,1,有,有,6635000,78642,,0,0,,RPSPMLOLQHHGFEF98EA,52.8,0,8.85,有
淡水區,房地(土地+建物),新北市淡水區學府路５１巷８弄５號五樓,26.76,住,,,1110728,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730824,138.34,3,2,2,有,無,8200000,59274,,0,0,前陽台外推、頂樓小庫房陽台外推；頂樓加蓋；,RPVNMLTLQHHGFEF96EA,119.99,0,8.96,無
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路３８巷８６號七樓,26.59,住,,,1110714,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980821,162.96,3,2,2,有,有,10373600,72600,坡道平面,26.96,500000,,RPWPMLKMQHHGFEF09EA,85.08,3.15,9.47,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段３０９號八樓,8.07,商,,,1110729,土地1建物1車位1,八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,117.54,2,1,1,有,有,7500000,63808,坡道平面,25.97,0,親友、員工、共有人或其他特殊關係間之交易；,RPQPMLKMQHHGFEF48EA,56.65,1.37,4.63,有
淡水區,房地(土地+建物),新北市淡水區新民街７６巷１３號三樓,32.96,住,,,1110725,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691009,98.1,3,1,1,有,無,5050000,51478,,0,0,其他增建；,RPRPMLKMQHHGFEF58EA,98.1,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段２３２號六樓,28.99,住,,,1110711,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,208.36,4,2,2,有,有,13720000,65848,坡道平面,27.59,0,,RPOSMLQKQHHGFEF98EA,110.98,8.52,5.38,有
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段５６３號十八樓,59.66,住,,,1110711,土地1建物1車位2,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080524,349.32,0,0,0,無,有,37600000,117695,坡道平面,53.64,2800000,,RPWNMLLJRHHGFEF68DA,174.62,0,19.2,有
淡水區,房地(土地+建物),新北市淡水區紅樹林路２６２號,12.51,工,,,1110716,土地1建物1車位0,一層，夾層,十一層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,960117,74.85,2,1,1,有,有,7000000,93520,,0,0,,RPRNMLQLQHHGFEF78DA,46.29,1,4.83,有
淡水區,房地(土地+建物)+車位,新北市淡水區新春街８５巷２５弄６５號二樓,35.8,住,,,1110727,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020828,179.11,3,2,2,有,有,12980000,72469,坡道平面,35.93,0,,RPORMLOLQHHGFEF68DA,92.59,3.04,9.12,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段３３２號十三樓,19.94,住,,,1110710,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,165.03,3,2,2,有,有,11300000,68472,坡道平面,36.84,0,,RPXRMLKMQHHGFEF66DA,72.71,3,11.72,有
淡水區,房地(土地+建物)+車位,新北市淡水區民權路１９３號二十樓之７,13.72,商,,,1110710,土地1建物1車位1,二十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000613,205.51,4,2,2,有,有,29200000,142086,坡道平面,24.4,0,陽台外推；其他增建；,RPSPMLPKQHHGFEF88DA,104.27,6.28,13.03,有
淡水區,房地(土地+建物),新北市淡水區北新路１４１巷２１號五樓,9.43,住,,,1110731,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821118,40.6,1,2,1,有,無,2580000,63547,,0,0,其他增建；,RPSPMLTKQHHGFEF66DA,28.97,0.7,4.6,有
淡水區,房地(土地+建物),新北市淡水區淡金路３８巷３３號五樓之２６,4.68,住,,,1110718,土地1建物1車位0,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980218,45.15,1,1,1,有,有,5000000,110742,,0,0,,RPVNMLSJQHHGFEF56DA,28.82,0.69,2.01,有
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路２３號九樓之７,7.11,商,,,1110722,土地1建物1車位1,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970909,137.48,1,1,1,有,有,10200000,74187,坡道平面,20.18,0,陽台外推；,RPPNMLLMQHHGFEF18DA,58.98,0,15.27,有
淡水區,房地(土地+建物),新北市淡水區新春街１４６之１７號十五樓,13.58,住,,,1110725,土地2建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,74.06,2,1,1,有,有,7100000,95868,,0,0,,RPPPMLLJRHHGFEF28EA,44.18,0,7.57,有
淡水區,房地(土地+建物),新北市淡水區淡金路１６巷１０７號十一樓,20.41,住,,,1110729,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030211,106.96,2,2,1,有,有,10400000,97233,,0,0,,RPQQMLKMQHHGFEF58EA,68.79,1.5,4.57,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段１６０號二十三樓,8.01,商,,,1110728,土地1建物1車位1,二十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,105.62,1,1,1,有,有,7350000,69589,坡道機械,15.42,0,,RPPOMLTLQHHGFEF09EA,53.7,2.8,5.14,有
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路２１號二十六樓,8.46,商,,,1110727,土地1建物1車位1,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970909,161.25,2,2,2,有,有,15500000,96118,坡道平面,0,1500000,,RPTNMLLMQHHGFEF58DA,78.17,3.11,8.07,有
淡水區,土地,興化店段前洲子小段51地號,1700.45,住,,,1110707,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,18003000,10587,,0,0,,RPPNMLLJRHHGFEF97DA,0,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段２１６號十二樓,22.42,住,,,1110715,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,171.86,3,2,2,有,有,12800000,74479,坡道平面,29.2,0,,RPSOMLNLQHHGFEF68DA,85.5,8.78,5.38,有
淡水區,房地(土地+建物),新北市淡水區北新路１８２巷７４號二樓,21.31,住,,,1110714,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900627,122.47,3,2,2,有,有,9220000,75284,,0,0,,RPWNMLMLPHHGFEF78DA,83.28,0,12.52,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段６２號十七樓,15.3,住,,,1110722,土地1建物1車位1,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,131.13,3,2,2,有,有,9380000,71532,坡道平面,22.88,0,其他增建:雨遮外推其他增建；,RPTRMLOLQHHGFEF56DA,64.64,5.96,5.66,有
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路一段９８號地下二層之１,100.77,,山坡地保育區,丙種建築用地,1110713,土地1建物1車位1,地下一層，地下二層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,851202,265.75,3,3,4,有,有,14500000,54563,坡道平面,0,0,,RPVNMLPJRHHGFEF98DA,154.88,0,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路一段９８之２號,64.76,,山坡地保育區,丙種建築用地,1110713,土地1建物1車位1,一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851202,263.3,4,2,3,有,有,16500000,62666,坡道平面,0,0,,RPWNMLPJRHHGFEF09DA,98.6,78.76,0,有
淡水區,土地,水源段865地號,3771.18,,山坡地保育區,農牧用地,1110608,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,21000000,5569,,0,0,未登記建物；,RPRRMLSJOHHGFEF98DA,0,0,0,無
淡水區,土地,新市段224地號,133.04,住,,,1110601,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,23000000,172880,,0,0,,RPVPMLOKOHHGFEF88DA,0,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路３０號十七樓,16.56,住,,,1110601,土地1建物1車位1,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821224,155.69,3,1,2,有,有,9800000,73610,坡道平面,37.5,1100000,親友、員工、共有人或其他特殊關係間之交易；,RPPQMLSJOHHGFEF68DA,135.01,0,11.42,有
淡水區,土地,海天段129-1地號,168.87,住,,,1110607,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,17888899,105933,,0,0,包含公共設施保留地用地；,RPSOMLQKOHHGFEF68DA,0,0,0,無
淡水區,房地(土地+建物),新北市淡水區北新路１８２巷５弄４２號二樓,6.59,住,,,1110611,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780310,28.46,1,0,1,有,有,2080000,73085,,0,0,陽台外推；其他增建；,RPWQMLRKOHHGFEF76DA,17.01,0.61,3.82,無
淡水區,房地(土地+建物),新北市淡水區淡海路２０６巷１１號四樓,24.23,住,,,1110608,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701012,101.25,3,2,1,有,無,3380000,33383,,0,0,,RPTNMLRKOHHGFEF88EA,94.39,0,6.86,無
淡水區,房地(土地+建物),新北市淡水區北新路１８２巷３３號二樓之４,4.93,住,,,1110612,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780122,22.03,1,0,1,有,無,1700000,77167,,0,0,,RPTRMLOKOHHGFEF88DA,11.17,0.84,3.4,無
淡水區,土地,水梘頭段楓樹湖小段79-2地號,165,,山坡地保育區,丙種建築用地,1110615,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2844600,17240,,0,0,,RPTRMLRKOHHGFEF56DA,0,0,0,無
淡水區,車位,新北市淡水區水源街二段１７７巷５６號等,5.54,住,,,1110608,土地1建物1車位1,,,其他,,,,32.22,0,0,0,有,無,700000,,坡道平面,0,700000,車位編號76號。僅車位交易；,RPXPMLQKOHHGFEF66DA,0,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區民權路１９號十六樓之３,9.64,工,,,1110605,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,971223,121.73,1,1,2,有,有,13200000,138090,坡道平面,34.83,1200000,夾層；,RPQOMLKLOHHGFEF97DA,51.59,0,6.22,有
淡水區,房地(土地+建物),新北市淡水區新民街一段１２３號五樓,9.21,都市：其他:住宅區,,,1110607,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860407,53.9,1,1,1,有,有,3400000,63080,,0,0,夾層有2房。夾層；,RPUPMLNLOHHGFEF88EA,40.09,0,4.97,有
淡水區,房地(土地+建物)+車位,新北市淡水區八勢一街６３巷３６號三樓,28.91,住,,,1110613,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971125,172.52,4,2,2,有,有,14100000,81730,升降機械,11.61,0,陽台外推；,RPUNMLLLOHHGFEF48EA,100.64,2.18,10.73,有
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路２３號二十三樓之３,2.81,商,,,1110605,土地1建物1車位1,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970909,52.35,1,1,1,有,有,7000000,135905,坡道機械,6.73,800000,,RPROMLMLOHHGFEF28DA,23.29,0,5.59,有
淡水區,房地(土地+建物)+車位,新北市淡水區北新路６９巷３０號五樓,20.25,住,,,1110606,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840624,143.22,3,2,2,有,有,7800000,54462,坡道平面,0,0,,RPQPMLKLOHHGFEF08DA,121.47,2.19,10.44,有
淡水區,房地(土地+建物),新北市淡水區北新路７０號四樓,24.38,住,,,1110606,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700127,81.08,2,2,1,有,無,4850000,59817,,0,0,其他增建；,RPOOMLMLOHHGFEF97DA,81.08,0,0,無
淡水區,房地(土地+建物),新北市淡水區北新路１８４巷２５號三樓,19.02,住,,,1110603,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950424,59.29,2,0,2,有,有,4800000,80958,,0,0,,RPVNMLMLOHHGFEF58DA,38.66,1.15,4.14,有
淡水區,房地(土地+建物),新北市淡水區水源街二段１２０巷１０號二樓,11.56,住,,,1110621,土地1建物2車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,821106,63.04,2,0,2,有,無,4200000,66624,,0,0,二戶一份買賣合約書，每戶210萬元。,RPRNMLRLOHHGFEF78EA,43.68,0.74,5.32,無
淡水區,房地(土地+建物),新北市淡水區淡金路１６巷１０５號九樓,18.76,住,,,1110604,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030211,97.31,2,2,1,有,有,9600000,98654,,0,0,,RPSNMLLKOHHGFEF08DA,61.06,0,6.69,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段３巷１４弄９號二十一樓,25.67,工,,,1110611,土地2建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961121,213.35,4,2,2,有,有,18000000,84368,坡道平面,17.73,0,陽台外推；,RPSQMLNLOHHGFEF68DA,113.17,3.07,22.33,有
淡水區,房地(土地+建物),新北市淡水區學府路１３６巷６３號四樓之１,7.3,住,,,1110615,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961002,34.4,1,0,1,有,有,3200000,93023,,0,0,陽台外推；,RPQOMLOLOHHGFEF38DA,20.01,0,2.84,有
淡水區,房地(土地+建物),新北市淡水區北新路１８４巷１１４號,20.38,住,,,1110611,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),商辦用,鋼筋混凝土造,931013,64.4,0,0,0,無,有,5050000,78416,,0,0,,RPVOMLRLOHHGFEF56DA,41.21,0,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正路一段１５６巷１２號十四樓之１,18.96,商,,,1110605,土地1建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,801204,211.62,3,2,2,有,有,11800000,55760,坡道平面,0,0,,RPPQMLRLOHHGFEF78DA,162.12,3.25,14.27,有
淡水區,房地(土地+建物),新北市淡水區中正路一段１５６巷１１號十九樓,6.41,商,,,1110617,土地1建物1車位0,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840505,76.15,2,1,1,有,有,4531190,59503,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLTLOHHGFEF66DA,51.05,0,8.83,有
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路一段５３７號三樓,19.64,住,,,1110611,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971008,141.37,3,0,3,有,有,8750000,61894,坡道平面,31.52,0,,RPOOMLKLOHHGFEF77DA,61.08,0,16.54,有
淡水區,房地(土地+建物),新北市淡水區大忠街１１７號九樓之１４,5.89,住,,,1110612,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830629,37.72,1,0,1,有,有,2800000,74231,,0,0,,RPVQMLPKOHHGFEF09DA,23.9,2.39,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區北新路１６９巷３６號四樓,22.6,住,,,1110604,土地2建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851228,147.34,3,2,2,有,有,9770000,65327,坡道機械,6.97,600000,陽台外推；其他增建；,RPXPMLMLOHHGFEF98DA,96.1,0,10.83,有
淡水區,房地(土地+建物)+車位,新北市淡水區坪頂路２８７號四樓,50.44,,山坡地保育區,丙種建築用地,1110603,土地2建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851009,128.36,2,2,2,有,有,6150000,47908,坡道平面,0,0,含土地增值稅或其他稅費；其他；,RPTOMLSLOHHGFEF56EA,71.4,0.42,9.08,有
淡水區,土地,海天段198-1地號,14.47,都市：其他:道路用地,,,1110615,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,584588,40400,,0,0,包含公共設施保留地用地；,RPPPMLRLOHHGFEF78EA,0,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１３２號十五樓,12.03,住,,,1110613,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,0,0,0,無,有,6600000,76037,坡道平面,25.02,0,,RPVNMLRLOHHGFEF56EA,35.65,1.96,4.03,有
淡水區,房地(土地+建物),新北市淡水區中山北路一段２５９號十九樓之９,2.66,都市：其他:住宅區,,,1110613,土地2建物1車位0,十九層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,880811,41.73,1,1,1,有,有,3580000,85790,,0,0,陽台外推；,RPUOMLSLOHHGFEF66EA,29.03,0,3.85,有
淡水區,房地(土地+建物),新北市淡水區水源街二段１７７巷７８號十三樓,12.8,住,,,1110613,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851202,71.23,2,2,1,有,有,4775000,67036,,0,0,,RPQOMLRLOHHGFEF78EA,50.69,3.4,4.84,有
淡水區,房地(土地+建物)+車位,新北市淡水區大信街６６號七樓之１,31.63,住,,,1110602,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090724,186.55,3,2,2,有,有,15200000,88325,坡道平面,28.61,1250000,,RPQNMLOLOHHGFEF28DA,86.47,6.9,9.53,有
淡水區,房地(土地+建物),新北市淡水區新民街１７８巷４２弄１８號四樓之１,9.65,住,,,1110616,土地3建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780815,46.03,1,0,1,有,有,3480000,75603,,0,0,,RPPNMLLLOHHGFEF87DA,29.2,0,4.15,有
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路一段５１５號九樓,23.54,住,,,1110608,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971008,162.07,3,2,2,有,有,11000000,67872,坡道平面,31.52,0,,RPTOMLMLOHHGFEF48DA,78.77,1.09,13.66,有
淡水區,房地(土地+建物),新北市淡水區民族路１３２巷１弄１８號二樓,20.03,住,,,1110603,土地1建物1車位0,二層，走廊,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631211,61.44,2,1,1,有,無,7200000,117188,,0,0,,RPSOMLTLOHHGFEF09DA,61.44,0,0,無
淡水區,車位,新北市淡水區北新路１８４巷６０號,0.39,住,,,1110611,土地1建物1車位1,一層,五層,其他,辦公室,鋼筋混凝土造,931013,40.78,0,0,0,有,有,850000,,坡道平面,40.54,850000,僅車位交易；,RPTOMLRLOHHGFEF98DA,0,0,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段１５６巷３０號二樓,19.36,住,,,1110611,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001202,149.4,3,2,2,有,有,11500000,90925,坡道平面,37.22,1300000,陽台加鋁窗其他增建；,RPPOMLSLOHHGFEF68DA,67.96,4.93,6.44,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段２７之５號八樓,28.76,工,,,1110609,土地1建物1車位1,八層,三十層,住宅大樓(11層含以上有電梯),辦公用,鋼骨鋼筋混凝土造,890418,335.49,5,0,0,有,有,23400000,69749,坡道平面,0,0,土地價格新臺幣1170萬建物價格新臺幣1170萬,RPTQMLRLOHHGFEF56DA,188.82,0,12.96,有
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段３９號十九樓,24.44,住,,,1110602,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,153.23,3,1,2,有,有,13000000,95834,坡道平面,30.1,1200000,預售屋、或土地及建物分件登記案件；,RPVNMLKLOHHGFEF38DA,74.48,4.83,5.36,有
淡水區,房地(土地+建物),新北市淡水區崙頂６巷３號四樓,25.92,,特定農業區,甲種建築用地,1110604,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860426,72.7,1,1,1,有,無,1100000,15131,,0,0,,RPVPMLMLOHHGFEF78DA,58.57,0,7.13,有
淡水區,房地(土地+建物)+車位,新北市淡水區新民街一段３５號十七樓,18.83,住,,,1110612,土地1建物1車位1,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981225,122.46,2,2,2,有,有,7500000,70240,坡道平面,29.92,1000000,雨遮加蓋陽台外推；其他增建；,RPRPMLNLOHHGFEF58EA,56.08,4.93,5.41,有
淡水區,房地(土地+建物),新北市淡水區學府路２０５巷１０號五樓,20.41,住,,,1110607,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700504,75.7,3,2,1,有,無,3850000,50859,,0,0,,RPTNMLKMOHHGFEF38EA,75.7,0,0,無
